Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mcsp,branch-ueq1,branch-rtul,Randomise questionnaire elements?,Question Key,Response
2,1651225817246,29/04/2022 09:50:17,1651225814090,5.5,29/04/2022 15:20:14,85779,6,questionnaire-99dv,,21581355,mb7idu80,6379225,,complete,desxyh,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1280x720,1263x601,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,comment,N/A
3,1651225817804,29/04/2022 09:50:17,1651225814092,5.5,29/04/2022 15:20:14,85779,6,questionnaire-99dv,,21581355,mb7idu80,6379225,,complete,desxyh,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1280x720,1263x601,,debriefing _lexical decision_BAN,4,"YES=right arrow,",Passed,Passed,No,END QUESTIONNAIRE,60159
1,1651163547292,28/04/2022 16:32:27,1651163547687,5.5,28/04/2022 22:02:27,85779,6,questionnaire-99dv,,21571269,9gwbl9xs,6376262,,complete,alnyuo,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1188x668,1189x531,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651164257083,28/04/2022 16:44:17,1651164256855,5.5,28/04/2022 22:14:16,85779,6,questionnaire-99dv,,21571269,9gwbl9xs,6376262,,complete,alnyuo,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1188x668,1172x531,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,comment,"Considering the pace of the change in words, I personally felt that rather than something as physically and perceptually closely spaced as the left and right arrow keys might interfere with processing and decision making in terms of which to press for what purpose. Some combination with a higher level of disparity (such as may be pressing 'shift' or 'ctrl' for correct or incorrect, or even pressing the right arrow for correct and not pressing anything for incorrect) may possibly be easier. Apart from that, felt like a well-rounded survey with clear instructions and expectations."
3,1651164257324,28/04/2022 16:44:17,1651164256859,5.5,28/04/2022 22:14:16,85779,6,questionnaire-99dv,,21571269,9gwbl9xs,6376262,,complete,alnyuo,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1188x668,1172x531,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,709172
1,1651066480622,27/04/2022 13:34:40,1651066479784,5.5,27/04/2022 19:04:39,85779,6,questionnaire-99dv,,21542272,fli32ulj,6368527,,complete,sczdkx,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1600x900,1600x757,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1651066494740,27/04/2022 13:34:54,1651066493970,5.5,27/04/2022 19:04:53,85779,6,questionnaire-99dv,,21542272,fli32ulj,6368527,,complete,sczdkx,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1600x900,1583x757,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,comment,
3,1651066495002,27/04/2022 13:34:55,1651066493973,5.5,27/04/2022 19:04:53,85779,6,questionnaire-99dv,,21542272,fli32ulj,6368527,,complete,sczdkx,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1600x900,1583x757,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,14189
1,1650823723509,24/04/2022 18:08:43,1650823728148,5.5,24/04/2022 23:38:48,85779,6,questionnaire-99dv,,21471050,hcsbnsg9,6349078,,complete,rfweun,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1440x900,1440x789,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,BEGIN QUESTIONNAIRE,
2,1650823785099,24/04/2022 18:09:45,1650823789796,5.5,24/04/2022 23:39:49,85779,6,questionnaire-99dv,,21471050,hcsbnsg9,6349078,,complete,rfweun,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1440x900,1423x789,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,comment,
3,1650823785302,24/04/2022 18:09:45,1650823789797,5.5,24/04/2022 23:39:49,85779,6,questionnaire-99dv,,21471050,hcsbnsg9,6349078,,complete,rfweun,,computer,Desktop or Laptop,Windows 10,Chrome 100.0.4896.127,1440x900,1423x789,,debriefing _lexical decision_BAN,4,"YES=left arrow,",Passed,Passed,No,END QUESTIONNAIRE,61649
