ItemNo,Item.no,Target,Condition,ITEMNO,length,noise,stim,width,height,blackPx,luminance,Word,WordPhonetic,WLp,WordLenPhonetic,WLa,WLc,WordLenXlsx,Stem,CatViolPOS,SpellingStem,CRating,stemFreq_old,log_stemFreq_old,stemFreq,log_stemFreq,Tp,log_Tp,Types,Exclude,wordFreq,log_wordFreq,TP_old,log_TP_old,WLp_O,WLc_O,WLa_O,Luminance_O,Width_O,complexity
F24,100,বুদ্ধমূর্তি,Filler,F24,11,a,বুদ্ধমূর্তি,441,200,19990,128.216035,বুদ্ধমূর্তি,bud̪d̪ʱomurt̪i,10,15,4,11,11,মূর্তি,NA,NA,NA,86.70781248,1.93805823,78.904,1.89709902,0.03597305135,-1.444022722,2243,NA,2.838417644,0.4530762978,0.03273543136,-1.484981932,0.06827728267,0.05315669802,-0.0746696156,-0.04903744061,-0.05343554687,59.79573071
G44,212,দুর্গন্ধ,Gramm,G44,8,a,দুর্গন্ধ,293,200,11843,125.5988247,দুর্গন্ধ,d̪urgond̪ʱo,8,12,4,8,8,গন্ধ,NA,NA,2.6,85.44123458,1.931667515,87.15,1.940267391,0.0328661766,-1.483250815,3404,NA,2.864287291,0.457016576,0.03352347734,-1.474650939,0.05462182614,-0.005157013827,0.01509569595,0.01922731126,-0.1951046731,37.20251162
S29,257,দুর্কালি,SemViol,S29,8,a,দুর্কালি,366,200,15124,124.2809331,দুর্কালি,d̪urkali,7,8,3,8,8,কালি,NA,NA,5.666666667,84.85037185,1.92865375,88.244,1.945685186,0.03537859767,-1.451259386,3417,NA,3.121948973,0.4944258004,0.03679358033,-1.43422795,0.04779409787,0.0550905782,-0.03350726196,0.0620170484,0.008866340675,44.94506782
S30,258,প্রতিপুকুর,SemViol,S30,10,a,প্রতিপুকুর,535,200,22443,124.3018098,প্রতিপুকুর,prot̪ipukur,10,12,5,10,10,পুকুর,NA,NA,6.1,84.22432639,1.925437546,83.382,1.921072308,0.0381861328,-1.418094321,1848,NA,3.184036125,0.5029779865,0.03780423378,-1.42245956,0.06827728267,-0.006446267283,0.01886961994,-0.08711719744,-0.04924712755,67.57878388
G45,213,দুর্দশা,Gramm,G45,7,a,দুর্দশা,298,200,10898,123.3429604,দুর্দশা,d̪urd̪oʃa,7,10,3,7,7,দশা,NA,NA,1.933333333,83.56723737,1.922036045,84.403,1.926357883,0.03925671314,-1.406086066,2451,NA,3.313384359,0.5202718178,0.03964932267,-1.401764227,0.04779409787,-0.004512387098,-0.03361450567,0.09099755925,-0.05486418094,32.60185613
F25,101,হৃদয়ের,Filler,F25,7,a,হৃদয়ের,404,166,14563,127.8938921,হৃদয়ের,rid̪ɔʲer,7,9,4,7,7,হৃদয়,NA,NA,NA,82.57280814,1.916837054,85.05,1.929674318,0.03954208208,-1.402940467,2027,NA,3.363054081,0.5267338512,0.04072834819,-1.390103203,0.04779409787,-0.004512387098,0.06003197359,0.04952568565,-0.05231436571,40.60607285
G46,214,দুর্বৃত্তি,Gramm,G46,10,a,দুর্বৃত্তি,306,200,13742,126.5228503,দুর্বৃত্তি,d̪urbrit̪t̪i,9,13,3,10,10,বৃত্তি,NA,NA,2.2,82.19200694,1.914829585,76.439,1.883314997,0.04447038274,-1.351929133,3299,NA,3.399271586,0.5313858641,0.04135769052,-1.383443721,0.06144955441,0.05380132474,-0.1233798172,0.0246456166,-0.08090014633,42.91635149
S31,259,দুর্জাহাজ,SemViol,S31,9,a,দুর্জাহাজ,454,200,17582,129.5255877,দুর্জাহাজ,d̪urɟahaɟ,8,10,4,9,9,জাহাজ,NA,NA,6.733333333,80.43907968,1.905467093,86.874,1.938889818,0.04046282667,-1.392943781,686,NA,3.515167604,0.5459460371,0.04369974915,-1.359521056,0.05462182614,0.05444595147,0.01520293966,0.0004070863793,-0.01918127172,53.3731017
C37,37,প্রতিরাজী,CatViol,C37,9,a,প্রতিরাজী,520,158,22088,123.5566694,প্রতিরাজী,prot̪iraɟi,9,10,4,9,9,রাজী,Adj/N,NA,NA,78.85275294,1.89681686,69.39,1.841296887,0.05195552636,-1.284368251,704,NA,3.605193974,0.5569286365,0.04572058476,-1.339888224,0.06144955441,-0.005801640555,-0.02984058168,-0.01021129746,0.06737102017,65.04399452
S32,260,প্রতিবাঘ,SemViol,S32,8,a,প্রতিবাঘ,465,158,17777,125.0208189,প্রতিবাঘ,prot̪ibagʱ,8,11,4,8,8,বাঘ,NA,NA,6.666666667,77.70103626,1.890426811,73.039,1.863554819,0.0498557138,-1.302285061,1890,NA,3.64141148,0.561269757,0.0468643876,-1.329157054,0.05462182614,-0.005157013827,0.01509569595,0.01726240117,0.0109595853,51.47391999
S33,261,প্রতিরুটি,SemViol,S33,9,a,প্রতিরুটি,452,200,20565,122.2969282,প্রতিরুটি,prot̪iruti,9,11,4,9,9,রুটি,NA,NA,6.566666667,76.50896294,1.883712315,76.509,1.883712526,0.04924460333,-1.307641357,938,NA,3.767655356,0.5760711691,0.04924462718,-1.307641146,0.06144955441,-0.005801640555,-0.02984058168,-0.01449374272,-0.01444535588,63.1886567
C38,38,প্রতিমোটা,CatViol,C38,9,a,প্রতিমোটা,533,160,21265,123.3034737,প্রতিমোটা,prot̪imota,9,10,4,9,9,মোটা,Adj,NA,NA,75.039567,1.875290319,77.291,1.888128926,0.04981742022,-1.302618766,728,NA,3.850438226,0.5855101602,0.05131210613,-1.289780159,0.06144955441,-0.005801640555,-0.02984058168,-0.01107202721,0.08289649822,61.62385094
G47,215,প্রতিশ্রুতি,Gramm,G47,11,a,প্রতিশ্রুতি,518,158,21239,125.2541054,প্রতিশ্রুতি,prot̪isrut̪i,10,13,4,11,11,শ্রুতি,NA,NA,1.9,70.65621405,1.849150363,65.004,1.812940082,0.05924978481,-1.227313223,987,NA,3.851473012,0.585626859,0.0545100394,-1.263523504,0.06827728267,0.05315669802,-0.0746696156,-0.05910641459,0.03818004719,61.7398402
C39,39,প্রতিপচা,CatViol,C39,8,a,প্রতিপচা,454,158,16920,127.6029232,প্রতিপচা,prot̪ipɔca,9,10,4,8,8,পচা,Adj/V,NA,NA,67.55289123,1.829643941,67.553,1.829644641,0.05707536534,-1.2435513,1508,NA,3.855612155,0.5860933407,0.05707545724,-1.243550601,0.06144955441,-0.06540460585,-0.02994782539,0.03571291352,0.007207358356,50.46487245
S34,262,দুর্পেঁয়াজ,SemViol,S34,10,a,দুর্পেঁয়াজ,454,200,17709,125.3756758,দুর্পেঁয়াজ,d̪urpẽʷaɟ,8,11,4,10,10,পেঁয়াজ,NA,NA,6.733333333,67.36766456,1.828451492,69.389,1.841290629,0.05666872718,-1.246656542,239,NA,3.93218631,0.5946340869,0.05836904598,-1.233817405,0.05462182614,0.1140489168,0.01531018337,-0.04586950661,-0.0381651223,55.35130187
C40,40,প্রতিলম্বা,CatViol,C40,10,a,প্রতিলম্বা,466,159,18302,124.2671305,প্রতিলম্বা,prot̪ilɔmba,9,11,4,10,10,লম্বা,Adj,NA,NA,67.07482016,1.826559517,58.355,1.766078073,0.07781064865,-1.108960964,420,NA,4.540640402,0.6571171091,0.06769515582,-1.169442408,0.06144955441,0.05380132474,-0.02973333797,-0.03996522588,-0.01520985728,52.84810285
S35,263,দুর্চামচ,SemViol,S35,8,a,দুর্চামচ,377,200,14532,124.7205684,দুর্চামচ,d̪urcamoc,8,10,4,8,8,চামচ,NA,NA,6.633333333,66.7126451,1.82420816,72.717,1.861635953,0.06419295438,-1.192512636,432,NA,4.667919064,0.6691233173,0.06997052893,-1.155084843,0.05462182614,-0.005157013827,0.01509569595,0.01624171031,-0.0946084421,42.45288411
C41,41,দুর্বিখ্যাত,CatViol,C41,11,a,দুর্বিখ্যাত,496,200,19688,120.6160102,দুর্বিখ্যাত,d̪urbikʰkʰat̪o,10,14,4,11,11,বিখ্যাত,Adj,NA,NA,66.26044367,1.82125434,61.622,1.78973579,0.08280369235,-1.081950297,216,NA,5.10252913,0.7077854928,0.07700716819,-1.113468847,0.06827728267,0.05315669802,-0.0746696156,-0.07487345371,0.01071765576,60.30634375
F26,102,পতাকাগুলি,Filler,F26,9,a,পতাকাগুলি,614,200,23123,123.5610226,পতাকাগুলি,pɔt̪akaguli,10,12,5,9,9,পতাকা,NA,NA,NA,65.19564901,1.814218613,67.803,1.83124891,0.07559096823,-1.121530092,372,NA,5.125294419,0.7097188182,0.07861405626,-1.104499795,0.06827728267,-0.06604923258,0.01876237623,-0.05746636152,0.06329754387,68.46688804
C42,42,দুর্ভদ্র,CatViol,C42,8,a,দুর্ভদ্র,277,200,11501,128.1887669,দুর্ভদ্র,d̪urbʱod̪ro,8,11,3,8,8,ভদ্র,Adj,NA,NA,65.15736194,1.813963492,58.642,1.768208774,0.08895255235,-1.050841586,1777,NA,5.216355575,0.7173671876,0.08005780805,-1.096596305,0.05462182614,-0.005157013827,-0.0785507833,0.08497433087,-0.0880841323,36.01073825
S36,264,প্রতিছানা,SemViol,S36,9,a,প্রতিছানা,505,158,19216,119.6081613,প্রতিছানা,prot̪icʰana,9,12,4,9,9,ছানা,NA,NA,6.466666667,62.38310102,1.795066959,60.512,1.781841507,0.08858062553,-1.052661257,941,NA,5.360190812,0.72918025,0.0859237634,-1.065886709,0.06144955441,-0.005801640555,-0.02984058168,-0.02363410985,0.04846224452,56.34637331
S37,265,প্রতিচিনি,SemViol,S37,9,a,প্রতিচিনি,491,158,21057,123.0911038,প্রতিচিনি,prot̪icini,9,11,4,9,9,চিনি,NA,NA,6.6,61.92676045,1.791878362,63.165,1.8004765,0.08785809588,-1.056218213,698,NA,5.549556626,0.7442582872,0.08961483833,-1.047620074,0.06144955441,-0.005801640555,-0.02984058168,-0.01179397111,0.03249555595,61.68170488
G48,216,প্রতিভূতি,Gramm,G48,9,a,প্রতিভূতি,499,199,21629,121.2716102,প্রতিভূতি,prot̪ibʱut̪i,9,13,4,9,9,ভূতি,NA,NA,2.466666667,60.22039855,1.779743625,61.425,1.788345165,0.09098703279,-1.041020498,1518,NA,5.588878489,0.7473246675,0.09280706577,-1.032418958,0.06144955441,-0.005801640555,-0.02984058168,-0.01797927467,0.04165943426,66.1224333
G49,217,প্রতিসরণ,Gramm,G49,8,a,প্রতিসরণ,508,158,19010,126.3657473,প্রতিসরণ,prot̪iʃɔron,10,12,5,8,8,সরণ,NA,NA,2.5,60.11485039,1.778981771,57.109,1.756704556,0.1001464132,-0.9993646008,645,NA,5.719261509,0.7573399548,0.0951389128,-1.021641816,0.06827728267,-0.1256521979,0.01865513252,-0.01576268441,-0.04511080514,55.23055552
G50,218,প্রতিগমন,Gramm,G50,8,a,প্রতিগমন,516,158,19530,125.6528833,প্রতিগমন,prot̪igɔmon,10,12,5,8,8,গমন,NA,NA,2.466666667,59.03453394,1.771106139,52.541,1.720498334,0.1124968481,-0.9488596454,1929,NA,5.910696895,0.771638689,0.1001226994,-0.99946745,0.06827728267,-0.1256521979,0.01865513252,-0.01818604014,-0.03568733647,56.19448969
S38,266,দুর্বীজ,SemViol,S38,7,a,দুর্বীজ,323,200,14447,123.0850826,দুর্বীজ,d̪urbiɟ,6,8,3,7,7,বীজ,NA,NA,6.433333333,57.34990254,1.758532684,63.085,1.799926107,0.09618743516,-1.016881656,2067,NA,6.067984347,0.7830444518,0.1058063585,-0.9754882324,0.0409663696,0.05573520493,0.01142901567,0.08044817196,-0.0337830345,42.81520246
S39,267,দুর্কুকুর,SemViol,S39,9,a,দুর্কুকুর,397,200,17836,123.6684132,দুর্কুকুর,d̪urkukur,8,10,4,9,9,কুকুর,NA,NA,6.8,55.20168707,1.741952351,50.786,1.705744008,0.1202149537,-0.9200415065,647,NA,6.105236639,0.7857025019,0.1105987328,-0.9562498489,0.05462182614,0.05444595147,0.01520293966,-0.01950416932,-0.08888890257,53.81486299
C43,43,প্রতিউজ্জ্বল,CatViol,C43,12,a,প্রতিউজ্জ্বল,591,158,23274,127.2007005,প্রতিউজ্জ্বল,prot̪i͡u̯ɟɟɔl,10,13,5,12,12,উজ্জ্বল,Adj,NA,NA,54.90780788,1.739634105,58.202,1.764937909,0.105270732,-0.9776923573,639,NA,6.126967142,0.7872455513,0.1115864461,-0.9523885542,0.06827728267,0.1127596633,0.01908410736,-0.1416007531,-0.01745302931,71.32545042
C44,44,প্রতিভারী,CatViol,C44,9,a,প্রতিভারী,522,158,22266,127.3522956,প্রতিভারী,prot̪ibʱari,9,11,4,9,9,ভারী,Adj,NA,NA,53.45807288,1.728013299,52.389,1.719240109,0.1258990464,-0.8999775594,275,NA,6.595725141,0.8192625493,0.1233812741,-0.9087507494,0.06144955441,-0.005801640555,-0.02984058168,0.002691798357,0.07065906114,65.22444905
S40,268,দুর্শিং,SemViol,S40,7,a,দুর্শিং,268,200,10967,123.0084999,দুর্শিং,d̪urʃiŋ,6,8,2,7,7,শিং,NA,NA,6.4,53.41564666,1.72766849,50.745,1.705393257,0.1328938717,-0.8764950457,1562,NA,6.743699521,0.8288982112,0.1262495157,-0.8987702792,0.0409663696,0.05573520493,-0.08221746358,0.1371304353,0.02585738355,33.41655904
S41,269,দুর্খড়,SemViol,S41,7,a,দুর্খড়,287,200,11132,126.8663061,দুর্খড়,d̪urkʰɔɽ,6,9,3,7,7,খড়,NA,NA,6.433333333,53.36287258,1.7272392,57.098,1.756620896,0.118959236,-0.9246018337,1531,NA,6.792334457,0.8320190626,0.1272857725,-0.8952201375,0.0409663696,0.05573520493,0.01142901567,0.09330230631,-0.07605415192,35.53831404
S42,270,প্রতিময়দা,SemViol,S42,9,a,প্রতিময়দা,545,166,20534,121.7644977,প্রতিময়দা,prot̪imɔʲd̪a,10,13,5,9,9,ময়দা,NA,NA,6.433333333,52.42639137,1.719549965,51.378,1.710777194,0.1388093001,-0.8575814354,288,NA,7.131744223,0.853195759,0.1360334754,-0.8663542063,0.06827728267,-0.06604923258,0.01876237623,-0.0635735838,-0.01984358585,58.80385971
C45,45,দুঃহালকা,CatViol,C45,8,a,দুঃহালকা,499,200,17681,125.0919584,দুঃহালকা,d̪uhalka,7,8,4,8,8,হালকা,Adj,NA,NA,51.26536162,1.709824025,53.316,1.726857559,0.1341324397,-0.8724661761,134,NA,7.151405154,0.8543913832,0.1394977998,-0.855432642,0.04779409787,0.0550905782,0.0601392173,0.007831496446,0.04290743859,52.02848092
S43,271,দুর্সবজি,SemViol,S43,8,a,দুর্সবজি,414,200,16895,121.7411726,দুর্সবজি,d̪urʃobɟi,8,10,4,8,8,সবজি,NA,NA,6.533333333,49.94187049,1.698464804,42.95,1.632963168,0.1735886426,-0.7604786928,275,NA,7.4556322,0.8724844753,0.1492862027,-0.8259803288,0.05462182614,-0.005157013827,0.01509569595,0.006113360609,-0.05095039767,50.48813054
S44,272,প্রতিদাঁত,SemViol,S44,9,a,প্রতিদাঁত,472,158,18542,129.3346229,প্রতিদাঁত,prot̪id̪ãt̪,8,13,4,9,9,দাঁত,NA,NA,6.8,47.59083699,1.677523343,49.019,1.690364447,0.1580708828,-0.8011481213,414,NA,7.748476602,0.8892163259,0.1628144637,-0.788307017,0.05462182614,0.05444595147,0.01520293966,-0.0002420916437,0.002352985847,56.82220777
C46,46,প্রতিদৃঢ়,CatViol,C46,9,a,প্রতিদৃঢ়,404,197,16297,119.4535384,প্রতিদৃঢ়,prot̪id̪riɽʱo,10,13,4,9,9,দৃঢ়,Adj,NA,NA,47.52047155,1.676880742,44.194,1.645363311,0.1774828461,-0.7508436155,562,NA,7.843676902,0.8945196958,0.165058903,-0.7823610457,0.06827728267,-0.06604923258,-0.07488410302,-0.01448700396,-0.06382722496,48.96515928
C47,47,প্রতিউঁচু,CatViol,C47,9,a,প্রতিউঁচু,443,200,18976,120.233153,প্রতিউঁচু,prot̪i͡ũ̯cu,8,12,4,9,9,উঁচু,Adj,NA,NA,47.32075788,1.675051692,47.321,1.675053914,0.1688379728,-0.772529871,241,NA,7.98958171,0.9025240427,0.1688388367,-0.7725276489,0.05462182614,0.05444595147,0.01520293966,-0.03118221379,-0.03454826685,57.95973074
S45,273,দুর্চামড়া,SemViol,S45,10,a,দুর্চামড়া,446,200,17043,125.2723039,দুর্চামড়া,d̪urcamɽa,8,10,4,10,10,চামড়া,NA,NA,6.5,46.98341768,1.671944605,46.983,1.671940744,0.1702728555,-0.7688545808,232,NA,7.999929568,0.9030861634,0.1702713417,-0.7688584417,0.05462182614,0.1140489168,0.01531018337,-0.0462209157,-0.04778006151,50.70406689
S46,274,দুর্বিছানা,SemViol,S46,10,a,দুর্বিছানা,477,200,19078,121.48549,দুর্বিছানা,d̪urbicʰana,9,12,4,10,10,বিছানা,NA,NA,6.7,46.4546421,1.667029118,50.171,1.700452757,0.1613301525,-0.7922844556,232,NA,8.094095083,0.9081683018,0.174236518,-0.7588608167,0.06144955441,0.05380132474,-0.02973333797,-0.0494213135,-0.002675168013,56.84630644
S47,275,প্রতিগোলাপ,SemViol,S47,10,a,প্রতিগোলাপ,634,160,23126,124.489627,প্রতিগোলাপ,prot̪igolap,10,12,5,10,10,গোলাপ,NA,NA,6.633333333,45.64750913,1.659417084,39.713,1.598932696,0.2066809742,-0.6846995001,576,NA,8.207921528,0.9142331957,0.1798109401,-0.7451838885,0.06827728267,-0.006446267283,0.01886961994,-0.08647871957,0.06948172496,68.90895977
S48,276,দুঃআলু,SemViol,S48,6,a,দুঃআলু,414,200,14930,129.8330581,দুঃআলু,d̪ualu,5,8,3,6,6,আলু,NA,NA,6.766666667,45.61129162,1.659072371,45.155,1.654705847,0.1824596413,-0.7388331831,768,NA,8.238965105,0.9158726635,0.1806343301,-0.7431997073,0.03413864134,0.05637983166,0.05636529331,0.1258840485,0.08607509855,47.07907685
S49,277,দুর্শিয়াল,SemViol,S49,9,a,দুর্শিয়াল,438,200,17359,127.9469488,দুর্শিয়াল,d̪urʃiʲal,8,10,4,9,9,শিয়াল,NA,NA,6.666666667,45.319482,1.656284937,46.226,1.664886315,0.1873207322,-0.7274141532,928,NA,8.659088168,0.9374721617,0.1910676774,-0.7188127755,0.05462182614,0.05444595147,0.01520293966,-0.004959440228,-0.0387329658,50.13416923
G51,219,প্রতিলক্ষণ,Gramm,G51,10,a,প্রতিলক্ষণ,536,158,20411,129.4520121,প্রতিলক্ষণ,prot̪ilɔkkʰon,11,14,5,10,10,লক্ষণ,NA,NA,2.533333333,44.84658486,1.651729376,44.398,1.647363407,0.1989488759,-0.7012585103,1921,NA,8.832932194,0.9461048966,0.1969588592,-0.7056244798,0.07510501094,-0.06669385931,-0.0261739014,-0.05993652759,-0.03801090086,58.55230293
G52,220,প্রতিহিংসা,Gramm,G52,10,a,প্রতিহিংসা,544,158,21067,126.7234049,প্রতিহিংসা,prot̪ihiŋʃa,10,12,4,10,10,হিংসা,NA,NA,1.666666667,44.70171484,1.650324184,48.278,1.68374927,0.1854461112,-0.7317822695,607,NA,8.952967355,0.9519670009,0.2002824139,-0.6983571828,0.06827728267,-0.006446267283,-0.07477685931,-0.0219424678,0.08770483063,62.47924682
C48,48,প্রতিঝাল,CatViol,C48,8,a,প্রতিঝাল,483,158,18478,126.9313226,প্রতিঝাল,prot̪iɟʱal,8,10,4,8,8,ঝাল,Adj/N,NA,NA,43.98460823,1.643300728,37.387,1.572720618,0.2606685033,-0.5839114417,862,NA,9.745613333,0.9888091763,0.2215687197,-0.6544915518,0.05462182614,-0.005157013827,0.01509569595,0.02375709032,0.0329868,53.60339861
F27,103,লাঠিসোঁটা,Filler,F27,9,a,লাঠিসোঁটা,548,160,22401,120.8933471,লাঠিসোঁটা,latʰiʃõta,8,11,4,9,9,লাঠি,NA,NA,NA,43.58518088,1.639338853,41.842,1.621612435,0.2413725467,-0.6173121273,438,NA,10.0995101,1.004300308,0.2317188984,-0.6350385448,0.05462182614,0.05444595147,0.01520293966,-0.0289379075,0.0914844125,65.18596028
C49,49,প্রতিনীরব,CatViol,C49,9,a,প্রতিনীরব,554,158,23172,123.1003771,প্রতিনীরব,prot̪inirbo,10,11,5,9,9,নীরব,Adj,NA,NA,43.58311131,1.63931823,44.455,1.647920615,0.2315611256,-0.635334348,198,NA,10.29404984,1.012586267,0.2361935514,-0.6267319638,0.06827728267,-0.06604923258,0.01876237623,-0.05903230945,-0.008740691857,66.22461237
S50,278,দুর্ঘোড়া,SemViol,S50,9,a,দুর্ঘোড়া,405,200,15807,128.0664946,দুর্ঘোড়া,d̪urgʱoɽa,7,10,3,9,9,ঘোড়া,NA,NA,6.766666667,43.08330974,1.634309059,44.807,1.651345867,0.2405732234,-0.6187527128,696,NA,10.77936442,1.032593154,0.2501981506,-0.6017159048,0.04779409787,0.1146935435,-0.03340001825,0.04271681405,0.0384985894,47.94380807
F28,104,ঘড়িতে,Filler,F28,6,a,ঘড়িতে,391,169,15471,126.3368057,ঘড়িতে,gʱoɽit̪e,6,9,3,6,6,ঘড়ি,NA,NA,NA,42.13648067,1.62465826,44.243,1.645844568,0.2512880998,-0.5998280777,576,NA,11.1177394,1.04601649,0.2638506877,-0.5786417696,0.0409663696,-0.00386776037,0.01132177196,0.1236714042,0.06651099041,45.61641349
C50,50,দুঃক্লান্ত,CatViol,C50,10,a,দুঃক্লান্ত,364,200,14599,120.814777,দুঃক্লান্ত,d̪usklant̪o,9,12,3,10,10,ক্লান্ত,Adj,NA,NA,41.81052312,1.621285601,41.392,1.616916411,0.2693213227,-0.5697292612,457,NA,11.14774819,1.04718715,0.2666254177,-0.5740984512,0.06144955441,0.05380132474,-0.1233798172,0.005241225105,-0.01270662559,47.07254518
C51,51,প্রতিসরু,CatViol,C51,8,a,প্রতিসরু,456,200,17666,128.1110102,প্রতিসরু,prot̪iʃɔru,9,10,4,8,8,সরু,Adj,NA,NA,41.39660877,1.616964765,39.741,1.599238791,0.2816817279,-0.5502413238,803,NA,11.19431355,1.048997467,0.2704161979,-0.5679672977,0.06144955441,-0.06540460585,-0.02994782539,0.03744013714,0.009724216735,52.30775995
G53,221,দুঃস্বভাব,Gramm,G53,9,a,দুঃস্বভাব,477,200,17589,124.6881888,দুঃস্বভাব,d̪uʃʃobʱab,8,11,4,9,9,স্বভাব,NA,NA,1.833333333,40.61534543,1.608690151,41.021,1.613006243,0.2767770308,-0.557869954,1208,NA,11.35367058,1.055136289,0.2795414014,-0.5535538619,0.05462182614,0.05444595147,0.01520293966,-0.01603747856,0.007257218708,53.04158571
F29,105,কাঁধের,Filler,F29,6,a,কাঁধের,377,160,14392,126.734371,কাঁধের,kãd̪ʱer,5,9,3,6,6,কাঁধ,NA,NA,NA,40.31318796,1.605447143,37.894,1.578570451,0.3005177207,-0.5221299137,128,NA,11.38781851,1.056440537,0.2824837004,-0.5490066064,0.03413864134,0.05637983166,0.05636529331,0.1153501723,0.04099127289,42.05886119
S51,279,প্রতিছুরি,SemViol,S51,9,a,প্রতিছুরি,464,200,20325,123.5818814,প্রতিছুরি,prot̪icʰuri,9,12,4,9,9,ছুরি,NA,NA,6.5,39.69128165,1.598695123,41.279,1.615729168,0.2810384069,-0.551234325,291,NA,11.6009844,1.064494843,0.2922804182,-0.5342002799,0.06144955441,-0.005801640555,-0.02984058168,-0.01012559017,0.000242100906,62.01913802
F30,106,লবণের,Filler,F30,5,a,লবণের,401,160,13894,123.4374993,লবণের,lɔboner,7,8,4,5,5,লবণ,NA,NA,NA,36.52897603,1.562637498,37.625,1.575476509,0.3098719577,-0.508817724,489,NA,11.65893241,1.066658785,0.3191694287,-0.4959787138,0.04779409787,-0.1237183177,0.05981748617,0.09871456851,-0.02093549433,39.39571931
G54,222,প্রতিসর্গ,Gramm,G54,9,a,প্রতিসর্গ,443,158,16429,126.7256909,প্রতিসর্গ,prot̪iʃɔrgo,10,12,4,9,9,সর্গ,NA,NA,2.6,36.42446266,1.561393154,38.246,1.582586021,0.3068968292,-0.5130075986,1385,NA,11.73757613,1.069578422,0.322244318,-0.4918147316,0.06827728267,-0.06604923258,-0.07488410302,0.01023441896,-0.01536672577,48.98163146
C52,52,দুঃসমগ্র,CatViol,C52,8,a,দুঃসমগ্র,418,200,15207,125.7002216,দুঃসমগ্র,d̪uʃomɔgro,9,10,4,8,8,সমগ্র,Adj,NA,NA,34.50183051,1.537842137,36.227,1.559032371,0.3247434391,-0.4884596143,459,NA,11.76448057,1.070572757,0.3409813449,-0.4672693806,0.06144955441,-0.06540460585,-0.02994782539,0.02924474732,-0.03639707976,45.76644161
G55,223,প্রতিফলন,Gramm,G55,8,a,প্রতিফলন,535,158,20205,122.4016653,প্রতিফলন,prot̪ipʰolon,10,13,6,8,8,ফলন,NA,NA,3.033333333,31.81966553,1.50269561,33.729,1.528003465,0.3562493264,-0.4482459482,267,NA,12.01593353,1.079757517,0.3776260162,-0.4229380931,0.06827728267,-0.1256521979,0.1123016118,-0.08618104323,-0.1392664888,57.13170844
S52,280,প্রতিলেবু,SemViol,S52,9,a,প্রতিলেবু,494,200,18971,127.2070961,প্রতিলেবু,prot̪ilebu,9,11,4,9,9,লেবু,NA,NA,6.666666667,31.3240031,1.495877258,27.565,1.440357997,0.4376019917,-0.3589207101,404,NA,12.0624989,1.081437287,0.3850880381,-0.4144399715,0.06144955441,-0.005801640555,-0.02984058168,0.002198197838,0.03705758389,56.04719543
C53,53,দুর্ঠাণ্ডা,CatViol,C53,10,a,দুর্ঠাণ্ডা,354,200,13829,123.9380388,দুর্ঠাণ্ডা,d̪urtʰanda,8,10,3,10,10,ঠাণ্ডা,Adj/Adb/N,NA,NA,31.19775922,1.494123402,34.318,1.53552197,0.3552610038,-0.4494524614,143,NA,12.19184713,1.086069509,0.3907923977,-0.4080538934,0.05462182614,0.1140489168,-0.07833629588,0.006185901224,-0.03279161092,44.13161549
G56,224,প্রতিধ্বনি,Gramm,G56,10,a,প্রতিধ্বনি,523,158,21730,125.4885934,প্রতিধ্বনি,prot̪id̪ʱd̪ʱoni,10,8,4,10,10,ধ্বনি,NA,NA,2.733333333,30.85110596,1.489270737,32.085,1.506302044,0.381598455,-0.4183933923,1770,NA,12.24358643,1.087908651,0.3968605354,-0.401362086,0.06827728267,-0.006446267283,-0.07477685931,-0.02614016543,0.06223960915,61.85055562
S53,281,প্রতিবরফ,SemViol,S53,8,a,প্রতিবরফ,536,158,20394,126.773632,প্রতিবরফ,prot̪ibɔropʰ,10,13,5,8,8,বরফ,NA,NA,6.633333333,30.70934029,1.487270487,26.41,1.421768401,0.4738230042,-0.3243838581,481,NA,12.51366554,1.097384543,0.4074872798,-0.3898859437,0.06827728267,-0.1256521979,0.01865513252,-0.01437609492,-0.01144770786,58.13830024
S54,282,দুর্জলপাই,SemViol,S54,9,a,দুর্জলপাই,489,200,18888,122.2833182,দুর্জলপাই,d̪urɟɔlpa͡i̯,9,13,5,9,9,জলপাই,NA,NA,6.766666667,30.1081297,1.478683778,29.807,1.474318268,0.4348898786,-0.3616206998,198,NA,12.96276261,1.112697568,0.4305402806,-0.3659862105,0.06144955441,-0.005801640555,0.06380589757,-0.07148261295,-0.09568598472,57.04546429
F31,107,বারান্দায়,Filler,F31,9,a,বারান্দায়,524,166,17914,131.341986,বারান্দায়,barand̪aʲ,8,10,4,9,9,বারান্দা,NA,NA,NA,29.94773789,1.476364023,28.151,1.449493827,0.4606563365,-0.3366229505,168,NA,12.96793653,1.112870876,0.4330189004,-0.3634931472,0.05462182614,0.05444595147,0.01520293966,0.006581867583,0.06516335617,52.2619736
S55,283,প্রতিগাড়ী,SemViol,S55,10,a,প্রতিগাড়ী,522,169,21431,126.5006069,প্রতিগাড়ী,prot̪igaɽi,9,11,4,10,10,গাড়ী,NA,NA,6.833333333,29.22442257,1.465745939,31.27,1.495127881,0.4234117435,-0.3732371008,771,NA,13.24008522,1.12189078,0.4530486509,-0.3438551585,0.06144955441,0.05380132474,-0.02973333797,-0.03237260256,0.05244889937,64.54772431
